"","mmsi","created_at","msg_timestamp","position_updated_at","latitude","longitude","speed","course","heading","status","maneuver","accuracy","rot","collection_type","imo","name","call_sign","flag","draught","ship_type_code","ship_type","length","width","eta","destination","static_updated_at"
"16",412420898,"2024-01-24T01:34:10.846+00:00","2024-01-24T00:33:21+00:00","2024-01-24T00:33:08+00:00",-21.205,-122.226666666667,4.9,91.1,511,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"17",412420898,"2024-01-24T01:34:10.846+00:00","2024-01-24T00:33:26+00:00","2024-01-24T00:33:08+00:00",-21.205,-122.226666666667,4.9,91.1,511,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"18",412420898,"2024-01-24T01:34:10.805+00:00","2024-01-24T00:33:35+00:00","2024-01-24T00:33:33+00:00",-21.2057216666667,-122.226733333333,5.1,91.9,100,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"19",412420898,"2024-01-24T01:34:10.663+00:00","2024-01-24T00:33:51+00:00","2024-01-24T00:33:41+00:00",-21.20575,-122.226413333333,5.9,94.6,100,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"20",412420898,"2024-01-24T01:34:10.936+00:00","2024-01-24T00:33:55+00:00","2024-01-24T00:33:52+00:00",-21.20577,-122.226066666667,6.4,93.6,97,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"21",412420898,"2024-01-24T01:34:10.927+00:00","2024-01-24T00:33:57+00:00","2024-01-24T00:33:52+00:00",-21.20577,-122.226066666667,6.4,93.6,97,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"22",412420898,"2024-01-24T01:34:10.859+00:00","2024-01-24T00:34:01+00:00","2024-01-24T00:33:52+00:00",-21.20577,-122.226066666667,6.4,93.6,97,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"23",412420898,"2024-01-24T01:34:11.069+00:00","2024-01-24T00:34:02+00:00","2024-01-24T00:34:02+00:00",-21.2057833333333,-122.225773333333,6.7,93.1,100,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"24",412420898,"2024-01-24T01:34:10.888+00:00","2024-01-24T00:34:03+00:00","2024-01-24T00:34:02+00:00",-21.2057833333333,-122.225773333333,6.7,93.1,100,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"25",412420898,"2024-01-24T01:34:10.859+00:00","2024-01-24T00:34:07+00:00","2024-01-24T00:34:02+00:00",-21.2057833333333,-122.225773333333,6.7,93.1,100,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"26",412420898,"2024-01-24T01:34:13.27+00:00","2024-01-24T00:34:30+00:00","2024-01-24T00:34:02+00:00",-21.2057833333333,-122.225773333333,6.7,93.1,100,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"27",412420898,"2024-01-24T01:34:13.1+00:00","2024-01-24T00:34:52+00:00","2024-01-24T00:34:45+00:00",-21.2058316666667,-122.224573333333,5.6,88.3,94,0,0,FALSE,129,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"28",412420898,"2024-01-24T01:34:13.397+00:00","2024-01-24T00:34:57+00:00","2024-01-24T00:34:53+00:00",-21.2058316666667,-122.224306666667,5.1,86.6,92,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"29",412420898,"2024-01-24T01:34:13.071+00:00","2024-01-24T00:35:12+00:00","2024-01-24T00:35:12+00:00",-21.2058233333333,-122.223893333333,4.4,89.3,95,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"30",412420898,"2024-01-24T01:34:13.046+00:00","2024-01-24T00:35:23+00:00","2024-01-24T00:35:23+00:00",-21.20582,-122.223666666667,4.3,88.9,97,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"31",412420898,"2024-01-24T01:34:13.359+00:00","2024-01-24T00:35:26+00:00","2024-01-24T00:35:23+00:00",-21.20582,-122.223666666667,4.3,88.9,97,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"32",412420898,"2024-01-24T01:34:13.047+00:00","2024-01-24T00:35:31+00:00","2024-01-24T00:35:31+00:00",-21.20582,-122.223493333333,4.4,89.1,97,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"33",412420898,"2024-01-24T01:34:13.309+00:00","2024-01-24T00:35:40+00:00","2024-01-24T00:35:35+00:00",-21.20582,-122.223493333333,4.4,89.1,97,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"34",412420898,"2024-01-24T01:34:13.161+00:00","2024-01-24T00:35:42+00:00","2024-01-24T00:35:42+00:00",-21.2058316666667,-122.2232,4.9,91.8,100,0,0,FALSE,127,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"35",412420898,"2024-01-24T01:34:13.387+00:00","2024-01-24T00:35:44+00:00","2024-01-24T00:35:42+00:00",-21.2058316666667,-122.2232,4.9,91.8,100,0,0,FALSE,127,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"36",412420898,"2024-01-24T01:34:13.075+00:00","2024-01-24T00:35:47+00:00","2024-01-24T00:35:47+00:00",-21.2058283333333,-122.223146666667,4.9,91.8,511,0,0,FALSE,127,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"37",412420898,"2024-01-24T01:34:13.434+00:00","2024-01-24T00:35:56+00:00","2024-01-24T00:35:47+00:00",-21.2058283333333,-122.223146666667,4.9,91.8,511,0,0,FALSE,127,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"38",412420898,"2024-01-24T01:34:13.065+00:00","2024-01-24T00:36:07+00:00","2024-01-24T00:36:01+00:00",-21.2058633333333,-122.222746666667,5.4,93.6,98,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"39",412420898,"2024-01-24T01:34:13.076+00:00","2024-01-24T00:36:12+00:00","2024-01-24T00:36:12+00:00",-21.2058716666667,-122.222426666667,5.6,89.6,95,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"40",412420898,"2024-01-24T01:34:13.073+00:00","2024-01-24T00:36:19+00:00","2024-01-24T00:36:13+00:00",-21.2058716666667,-122.222426666667,5.6,89.6,95,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"41",412420898,"2024-01-24T01:34:13.076+00:00","2024-01-24T00:36:23+00:00","2024-01-24T00:36:23+00:00",-21.2058716666667,-122.222133333333,5.5,90.4,96,0,0,FALSE,129,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"42",412420898,"2024-01-24T01:34:13.399+00:00","2024-01-24T00:36:27+00:00","2024-01-24T00:36:23+00:00",-21.2058716666667,-122.222133333333,5.5,90.4,96,0,0,FALSE,129,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"43",412420898,"2024-01-24T01:34:13.311+00:00","2024-01-24T00:36:28+00:00","2024-01-24T00:36:23+00:00",-21.2058716666667,-122.222133333333,5.5,90.4,96,0,0,FALSE,129,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"44",412420898,"2024-01-24T01:34:13.066+00:00","2024-01-24T00:36:29+00:00","2024-01-24T00:36:23+00:00",-21.2058716666667,-122.222133333333,5.5,90.4,96,0,0,FALSE,129,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"45",412420898,"2024-01-24T01:34:13.274+00:00","2024-01-24T00:36:31+00:00","2024-01-24T00:36:31+00:00",-21.2058716666667,-122.221933333333,5,89.6,95,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"46",412420898,"2024-01-24T01:34:13.389+00:00","2024-01-24T00:36:32+00:00","2024-01-24T00:36:32+00:00",-21.2058633333333,-122.22196,5.5,90.4,511,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"47",412420898,"2024-01-24T01:34:13.275+00:00","2024-01-24T00:36:44+00:00","2024-01-24T00:36:42+00:00",-21.2058766666667,-122.22164,4.9,88.6,93,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"48",412420898,"2024-01-24T01:34:13.363+00:00","2024-01-24T00:36:46+00:00","2024-01-24T00:36:42+00:00",-21.2058766666667,-122.22164,4.9,88.6,93,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"49",412420898,"2024-01-24T01:34:13.275+00:00","2024-01-24T00:36:47+00:00","2024-01-24T00:36:42+00:00",-21.2058766666667,-122.22164,4.9,88.6,93,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"50",412420898,"2024-01-24T01:34:13.164+00:00","2024-01-24T00:36:50+00:00","2024-01-24T00:36:42+00:00",-21.2058766666667,-122.22164,4.9,88.6,93,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"51",412420898,"2024-01-24T01:34:13.103+00:00","2024-01-24T00:36:53+00:00","2024-01-24T00:36:53+00:00",-21.2058633333333,-122.221386666667,5,86.9,94,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"52",412420898,"2024-01-24T01:34:13.103+00:00","2024-01-24T00:36:54+00:00","2024-01-24T00:36:53+00:00",-21.2058633333333,-122.221386666667,5,86.9,94,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"53",412420898,"2024-01-24T01:34:13.435+00:00","2024-01-24T00:36:55+00:00","2024-01-24T00:36:53+00:00",-21.2058633333333,-122.221386666667,5,86.9,94,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"54",412420898,"2024-01-24T03:06:15.341+00:00","2024-01-24T00:37:02+00:00","2024-01-24T00:36:53+00:00",-21.2058633333333,-122.221386666667,5,86.9,94,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"55",412420898,"2024-01-24T01:34:13.312+00:00","2024-01-24T00:37:03+00:00","2024-01-24T00:36:53+00:00",-21.2058633333333,-122.221386666667,5,86.9,94,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"56",412420898,"2024-01-24T01:34:13.077+00:00","2024-01-24T00:37:04+00:00","2024-01-24T00:36:53+00:00",-21.2058633333333,-122.221386666667,5,86.9,94,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"57",412420898,"2024-01-24T01:34:13.363+00:00","2024-01-24T00:37:06+00:00","2024-01-24T00:36:53+00:00",-21.2058633333333,-122.221386666667,5,86.9,94,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"58",412420898,"2024-01-24T01:34:13.164+00:00","2024-01-24T00:37:08+00:00","2024-01-24T00:36:53+00:00",-21.2058633333333,-122.221386666667,5,86.9,94,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"59",412420898,"2024-01-24T01:34:13.4+00:00","2024-01-24T00:37:09+00:00","2024-01-24T00:36:53+00:00",-21.2058633333333,-122.221386666667,5,86.9,94,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"60",412420898,"2024-01-24T01:34:13.364+00:00","2024-01-24T00:37:11+00:00","2024-01-24T00:36:53+00:00",-21.2058633333333,-122.221386666667,5,86.9,94,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"61",412420898,"2024-01-24T01:34:13.352+00:00","2024-01-24T00:37:12+00:00","2024-01-24T00:37:12+00:00",-21.2058766666667,-122.22092,5.1,91.6,105,0,0,FALSE,127,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"62",412420898,"2024-01-24T01:34:13.352+00:00","2024-01-24T00:37:13+00:00","2024-01-24T00:37:12+00:00",-21.2058766666667,-122.22092,5.1,91.6,105,0,0,FALSE,127,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"63",412420898,"2024-01-24T01:34:13.391+00:00","2024-01-24T00:37:14+00:00","2024-01-24T00:37:12+00:00",-21.2058766666667,-122.22092,5.1,91.6,105,0,0,FALSE,127,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"64",412420898,"2024-01-24T01:34:13.363+00:00","2024-01-24T00:37:23+00:00","2024-01-24T00:37:23+00:00",-21.205925,-122.220613333333,5.6,97.8,106,0,0,FALSE,127,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"65",412420898,"2024-01-24T01:34:13.306+00:00","2024-01-24T00:37:25+00:00","2024-01-24T00:37:25+00:00",-21.2059366666667,-122.220546666667,5.6,99.5,104,0,0,FALSE,127,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"66",412420898,"2024-01-24T01:34:13.401+00:00","2024-01-24T00:37:42+00:00","2024-01-24T00:37:42+00:00",-21.205965,-122.220053333333,6.1,92.9,97,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"67",412420898,"2024-01-24T01:34:13.078+00:00","2024-01-24T00:37:47+00:00","2024-01-24T00:37:42+00:00",-21.205965,-122.220053333333,6.1,92.9,97,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"68",412420898,"2024-01-24T01:34:13.104+00:00","2024-01-24T00:37:50+00:00","2024-01-24T00:37:42+00:00",-21.205965,-122.220053333333,6.1,92.9,97,0,0,FALSE,0,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"69",412420898,"2024-01-24T01:34:13.387+00:00","2024-01-24T00:37:53+00:00","2024-01-24T00:37:53+00:00",-21.20597,-122.21972,6.5,91.4,97,0,0,FALSE,129,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"70",412420898,"2024-01-24T01:34:13.349+00:00","2024-01-24T00:37:54+00:00","2024-01-24T00:37:53+00:00",-21.20597,-122.21972,6.5,91.4,97,0,0,FALSE,129,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"71",412420898,"2024-01-24T01:34:13.101+00:00","2024-01-24T00:37:55+00:00","2024-01-24T00:37:55+00:00",-21.2059816666667,-122.219626666667,6.5,91.3,97,0,0,FALSE,129,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
"72",412420898,"2024-01-24T01:34:13.047+00:00","2024-01-24T00:37:57+00:00","2024-01-24T00:37:55+00:00",-21.2059816666667,-122.219626666667,6.5,91.3,97,0,0,FALSE,129,"satellite",0,"ZHOU YUAN YU 2601@@@","BZUQ9@@","CN",0,30,"Fishing Vessel",43,8,"2024-01-01T01:01:00+00:00","A","2024-01-24T23:29:14+00:00"
